name,fight_record,nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,timestamp
Hakeem Dawodu,13-4-1,Mean,"5'8""",145lbs.,"73""",Orthodox,"Jul02,1991",5.45,50%,3.37,56%,0.00,0%,65%,0.0,2025-07-24 10:17:07.375392
Grant Dawson,23-2-1,KGD,"5'10""",155lbs.,"72""",Switch,"Feb20,1994",3.20,52%,2.11,44%,3.87,40%,57%,1.1,2025-07-24 10:17:07.375392
Jason Day,19-12-0,Dooms,"6'0""",185lbs.,"72""",Orthodox,"May19,1981",3.61,54%,3.46,47%,1.13,100%,0%,0.0,2025-07-24 10:17:07.375392
Martin Day,8-6-0,The Spartan,"5'10""",145lbs.,"73""",Orthodox,"Nov10,1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,2025-07-24 10:17:07.375392
Angel De Anda,18-6-0,The Dream,"5'9""",225lbs.,--,Orthodox,"May28,1985",5.68,46%,6.32,47%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Yorgan De Castro,6-3-0,The Mad Titan,"6'0""",250lbs.,"74""",Orthodox,"Dec19,1986",2.46,43%,3.85,53%,0.00,0%,77%,0.0,2025-07-24 10:17:07.375392
Geraldo de Freitas,12-6-0,Spartan,"5'7""",135lbs.,"72""",Orthodox,"Sep30,1991",3.67,52%,2.62,50%,3.00,45%,59%,0.0,2025-07-24 10:17:07.375392
Philip De Fries,12-6-0 (1 NC),,"6'5""",250lbs.,"79""",Orthodox,"Apr21,1986",2.30,47%,3.00,37%,3.29,42%,100%,0.6,2025-07-24 10:17:07.375392
Chris de la Rocha,5-3-0,,"6'3""",250lbs.,"80""",Orthodox,"May15,1979",4.08,45%,6.37,43%,2.02,30%,33%,1.0,2025-07-24 10:17:07.375392
Montana De La Rosa,13-9-1,,"5'7""",125lbs.,"68""",Orthodox,"Feb14,1995",2.90,37%,3.39,45%,1.85,33%,68%,0.8,2025-07-24 10:17:07.375392
Mark De La Rosa,11-5-0,Bumblebee,"5'6""",135lbs.,"65""",Orthodox,"Aug31,1994",3.13,35%,5.00,48%,0.54,13%,40%,0.2,2025-07-24 10:17:07.375392
Mike de la Torre,14-7-0 (1 NC),El Cucuy,"5'11""",145lbs.,"71""",Orthodox,"Sep22,1986",3.21,39%,4.75,51%,0.36,16%,83%,0.0,2025-07-24 10:17:07.375392
Rodrigo de Lima,8-3-1,Monstro,"5'7""",155lbs.,--,Orthodox,"Mar12,1991",1.29,33%,5.50,32%,2.66,36%,0%,1.3,2025-07-24 10:17:07.375392
Edilberto de Oliveira,29-15-2,Crocota,"6'0""",170lbs.,--,Orthodox,"Nov22,1982",4.12,32%,6.79,61%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Johil de Oliveira,17-15-1 (1 NC),,"5'6""",170lbs.,--,Orthodox,--,0.51,34%,0.73,58%,1.10,50%,44%,0.6,2025-07-24 10:17:07.375392
Jorge de Oliveira,9-2-0,Blade,"5'8""",155lbs.,--,Orthodox,"Jan22,1980",1.26,31%,4.84,48%,0.00,0%,22%,0.0,2025-07-24 10:17:07.375392
Jair De Oliveira,6-0-0,Mamute,--,265lbs.,--,,"May09,1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Isabela de Padua,5-2-0,Belinha,"5'3""",125lbs.,"64""",Orthodox,"Sep04,1991",1.00,35%,2.07,50%,2.00,66%,0%,1.0,2025-07-24 10:17:07.375392
Gloria de Paula,6-5-0,Glorinha,"5'5""",115lbs.,"67""",Orthodox,"Jun10,1995",4.89,53%,3.77,66%,0.74,37%,65%,0.5,2025-07-24 10:17:07.375392
Germaine de Randamie,10-5-0,The Iron Lady,"5'9""",135lbs.,"71""",Orthodox,"Apr24,1984",2.57,46%,2.00,65%,0.00,0%,65%,0.4,2025-07-24 10:17:07.375392
Reinier de Ridder,20-2-0,RdR,"6'4""",185lbs.,"78""",Southpaw,"Sep07,1990",3.25,60%,2.21,44%,4.74,38%,66%,1.4,2025-07-24 10:17:07.375392
Crezio de Souza,1-2-0,,--,170lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Carl Deaton,17-7-0 (2 NC),The Anishinaabe Kid,"5'7""",155lbs.,"69""",Orthodox,"Nov24,1989",1.53,31%,1.85,61%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
Tom DeBlass,9-2-0,,"6'0""",185lbs.,--,Orthodox,"May14,1982",1.50,35%,4.43,37%,1.00,50%,28%,0.5,2025-07-24 10:17:07.375392
Issac DeJesus,12-7-1 (1 NC),,--,145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Rafael  Del Real,6-20-0,,"5'11""",225lbs.,--,,--,5.58,40%,0.00,0%,20.93,100%,100%,0.0,2025-07-24 10:17:07.375392
Shane del Rosario,11-2-0,,"6'4""",250lbs.,--,Southpaw,"Sep23,1983",3.93,60%,2.97,54%,1.20,40%,16%,2.4,2025-07-24 10:17:07.375392
Wallen Del Rosario,8-2-0,,"5'4""",125lbs.,"67""",Orthodox,"Mar18,1993",1.40,32%,4.73,40%,1.00,16%,100%,0.0,2025-07-24 10:17:07.375392
Yadier del Valle,9-0-0,The Cuban Problem,"5'9""",145lbs.,"69""",Southpaw,"Jul29,1996",7.49,67%,3.46,52%,2.51,42%,66%,1.7,2025-07-24 10:17:07.375392
Jose Delano,15-3-0,Ze,--,145lbs.,--,,"Sep11,1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Humberto DeLeon,7-7-0,,--,135lbs.,--,,"Nov12,1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Rolando Delgado,11-6-1,Roli,"6'3""",155lbs.,"77""",Orthodox,"Nov22,1981",1.56,40%,1.83,62%,1.17,22%,0%,3.5,2025-07-24 10:17:07.375392
Israel Delgado,0-2-0,,"5'10""",155lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jose Delgado,10-1-0,,"5'11""",145lbs.,"74""",Switch,"Apr21,1998",7.13,49%,3.67,55%,4.58,60%,71%,0.0,2025-07-24 10:17:07.375392
Ante Delija,17-3-0,Walking Trouble,"6'4""",245lbs.,--,Orthodox,"Aug07,1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jack Della Maddalena,18-2-0,,"5'11""",170lbs.,"73""",Switch,"Sep10,1996",6.84,52%,4.53,64%,0.16,11%,69%,0.2,2025-07-24 10:17:07.375392
Roland Delorme,9-5-0 (1 NC),,"5'9""",135lbs.,"71""",Orthodox,"Dec18,1983",2.28,44%,4.32,40%,2.51,34%,42%,1.6,2025-07-24 10:17:07.375392
Jon Delos Reyes,8-5-0,The Heat,"5'6""",125lbs.,"67""",Orthodox,"Aug19,1987",2.99,38%,4.14,51%,3.20,83%,55%,1.9,2025-07-24 10:17:07.375392
Jason DeLucia,33-21-1,,"5'11""",190lbs.,--,Southpaw,"Jul24,1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Justin DeMoney,15-7-1,,--,170lbs.,--,,"Jul01,1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Vanessa Demopoulos,11-8-0,Lil Monster,"5'2""",125lbs.,"59""",Orthodox,"Sep22,1988",3.37,39%,5.39,41%,0.32,9%,26%,0.4,2025-07-24 10:17:07.375392
Chris Dempsey,11-5-0,,"5'10""",185lbs.,"72""",Orthodox,"Sep08,1987",2.25,32%,2.82,65%,2.64,23%,16%,0.0,2025-07-24 10:17:07.375392
Nick Denis,11-3-0,The Ninja of Love,"5'7""",135lbs.,--,Orthodox,"Oct11,1983",6.54,53%,5.42,36%,2.80,100%,80%,0.0,2025-07-24 10:17:07.375392
Thomas Denny,27-21-1,The Wildman,"5'10""",170lbs.,--,Orthodox,"Apr19,1971",2.36,45%,4.69,40%,1.48,17%,42%,1.5,2025-07-24 10:17:07.375392
Robert Densley,9-10-0,The Wrecker,"5'9""",155lbs.,--,,--,1.81,47%,0.40,60%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
Jason Dent,22-13-0,Dynamite,"5'10""",155lbs.,"71""",Orthodox,"Jun12,1980",2.01,39%,3.70,62%,0.00,0%,26%,1.4,2025-07-24 10:17:07.375392
Mackenzie Dern,15-5-0,,"5'4""",115lbs.,"63""",Orthodox,"Mar24,1993",3.31,40%,3.90,52%,0.89,17%,25%,1.2,2025-07-24 10:17:07.375392
Booker DeRousse,6-5-0,,"6'2""",205lbs.,--,,"Mar23,1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Tony DeSouza,11-4-0,,"6'0""",170lbs.,"70""",Southpaw,"Jul26,1974",1.12,52%,1.57,41%,2.25,42%,40%,1.5,2025-07-24 10:17:07.375392
Robelis Despaigne,5-2-0,The Big Boy,"6'7""",265lbs.,"84""",Orthodox,"Sep09,1988",2.11,59%,2.54,46%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
Cory Devela,16-7-0,The One,"5'0""",185lbs.,--,Orthodox,--,4.07,41%,4.00,47%,1.07,12%,62%,0.0,2025-07-24 10:17:07.375392
John Devine,6-4-0,,--,--,--,,--,1.52,18%,2.28,57%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Edwin DeWees,38-17-0 (1 NC),Babyface,"6'1""",185lbs.,--,Orthodox,"Aug07,1982",1.53,33%,6.19,39%,2.18,66%,0%,3.3,2025-07-24 10:17:07.375392
Alessio Di Chirico,13-7-0,Manzo,"6'0""",185lbs.,"74""",Orthodox,"Dec12,1989",3.32,39%,3.44,61%,1.46,39%,83%,0.0,2025-07-24 10:17:07.375392
Micol Di Segni,7-3-0,,"5'3""",115lbs.,"60""",Orthodox,"Dec29,1987",7.47,40%,5.87,33%,0.00,0%,37%,0.0,2025-07-24 10:17:07.375392
Cyrille Diabate,19-10-1,The Snake,"6'6""",205lbs.,"81""",Southpaw,"Oct06,1973",4.06,71%,1.78,60%,1.17,83%,53%,0.2,2025-07-24 10:17:07.375392
Thomas Diagne,6-6-1,,"6'1""",154lbs.,--,,"Sep03,1983",4.53,48%,4.53,63%,2.00,100%,66%,0.0,2025-07-24 10:17:07.375392
Marc Diakiese,17-7-0,Bonecrusher,"5'10""",155lbs.,"73""",Orthodox,"Mar16,1993",2.54,40%,2.64,52%,3.29,43%,66%,0.0,2025-07-24 10:17:07.375392
Tyler Diamond,9-1-0,,"5'7""",145lbs.,"69""",Orthodox,"Mar18,1991",3.40,47%,2.53,44%,3.00,75%,70%,0.0,2025-07-24 10:17:07.375392
Blood Diamond,3-3-0,,"5'11""",170lbs.,"76""",Switch,"Jul10,1988",3.12,55%,2.17,48%,0.00,0%,73%,0.0,2025-07-24 10:17:07.375392
Eldo Xavier Dias,0-1-0,,"5'11""",180lbs.,--,,"Jul16,1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Rafael Dias,17-12-2,,"5'9""",145lbs.,--,Orthodox,"Oct20,1979",1.13,27%,2.19,60%,3.17,47%,100%,1.2,2025-07-24 10:17:07.375392
Hacran Dias,23-6-1,Barnabe,"5'8""",155lbs.,"69""",Orthodox,"Jun16,1984",2.08,41%,3.31,55%,2.50,39%,76%,0.5,2025-07-24 10:17:07.375392
Victor Dias,11-3-0,Crazy Horse,"5'6""",125lbs.,"69""",Orthodox,"Dec26,1990",2.87,44%,5.80,55%,5.00,41%,0%,0.0,2025-07-24 10:17:07.375392
Luis Dias de Assis,15-5-0,,--,170lbs.,--,,"Nov07,1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Nick Diaz,26-10-0 (2 NC),,"6'1""",170lbs.,"76""",Southpaw,"Aug02,1983",5.71,42%,3.84,59%,1.28,32%,60%,1.0,2025-07-24 10:17:07.375392
Nate Diaz,22-13-0,,"6'0""",170lbs.,"76""",Southpaw,"Apr16,1985",4.57,45%,3.77,52%,1.05,30%,41%,1.3,2025-07-24 10:17:07.375392
Michael Diaz,1-2-0,,--,260lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Ryan Diaz,13-14-0,,--,145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Adrian Diaz,11-4-1,,"5'10""",145lbs.,--,Southpaw,"Apr26,1988",0.48,42%,3.84,51%,2.40,50%,0%,0.0,2025-07-24 10:17:07.375392
Ozzy Diaz,10-3-0,,"6'4""",185lbs.,"79""",Orthodox,"Nov22,1990",6.44,50%,7.23,59%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
Mark Dickman,11-3-0,Tricky,"5'9""",145lbs.,--,,"Jul19,1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Josh Diekmann,15-8-0 (1 NC),The Freight Train,"5'4""",246lbs.,--,,"Oct09,1976",0.28,5%,8.17,25%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Kyle Dietz,5-2-0,,"5'8""",135lbs.,--,Orthodox,"Apr29,1986",1.82,45%,2.08,62%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Seth Dikun,9-8-0,,"5'10""",135lbs.,"69""",Orthodox,"Aug05,1980",1.45,26%,2.18,55%,0.00,0%,45%,0.9,2025-07-24 10:17:07.375392
TJ Dillashaw,18-5-0,,"5'6""",135lbs.,"67""",Orthodox,"Feb07,1986",5.09,41%,3.47,62%,1.56,30%,77%,0.8,2025-07-24 10:17:07.375392
Ralph Dillon,0-2-1,Rage,"6'2""",205lbs.,--,Orthodox,--,0.34,14%,0.69,60%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Drew Dimanlig,3-4-0,,--,185lbs.,--,,--,3.70,73%,3.17,20%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Ding Meng,34-9-0,The Assassin,"6'2""",170lbs.,"73""",Orthodox,"Sep27,1994",3.40,50%,3.87,48%,1.00,50%,0%,0.0,2025-07-24 10:17:07.375392
Rodolfo Marques Diniz,23-9-1,,"5'6""",135lbs.,--,,"Jan23,1984",1.08,32%,2.36,33%,0.00,0%,50%,1.8,2025-07-24 10:17:07.375392
Jhonata Diniz,9-1-0,,"6'4""",254lbs.,"79""",Orthodox,"Jun23,1991",4.58,56%,3.71,59%,0.00,0%,78%,0.0,2025-07-24 10:17:07.375392
Helio Dipp,6-3-0,,"6'5""",185lbs.,--,Orthodox,--,0.60,25%,1.80,62%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
Rico DiSciullo,9-2-0 (1 NC),,"5'8""",135lbs.,--,Orthodox,"Oct12,1986",1.71,33%,4.41,56%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Matt Dixon,9-1-0,Magic,"5'10""",170lbs.,"75""",Switch,"Oct09,1995",1.97,43%,4.56,37%,3.06,30%,0%,0.0,2025-07-24 10:17:07.375392
John Dixson,15-22-0,Big John,"6'0""",275lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Anthony Do,4-2-0,,"5'4""",125lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Russell Doane,15-8-0,,"5'7""",135lbs.,"70""",Orthodox,"Aug13,1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8,2025-07-24 10:17:07.375392
Drew Dober,27-15-0 (1 NC),,"5'8""",155lbs.,"70""",Southpaw,"Oct19,1988",4.36,40%,4.33,51%,0.66,17%,56%,0.1,2025-07-24 10:17:07.375392
Shana Dobson,4-5-0,Danger,"5'6""",125lbs.,"69""",Orthodox,"Mar30,1989",3.34,37%,5.20,50%,0.84,50%,14%,0.0,2025-07-24 10:17:07.375392
AJ Dobson,7-3-0 (1 NC),,"6'1""",185lbs.,"76""",Orthodox,"Jan18,1992",4.29,46%,5.31,46%,1.67,75%,65%,0.3,2025-07-24 10:17:07.375392
David Dodd,4-7-0,,"6'2""",200lbs.,--,Orthodox,"Sep22,1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
John Dodson,22-12-0,The Magician,"5'3""",135lbs.,"66""",Orthodox,"Sep26,1984",3.20,40%,3.58,61%,0.71,28%,82%,0.0,2025-07-24 10:17:07.375392
Joe Doerksen,51-16-0,El Dirte,"6'0""",185lbs.,"75""",Orthodox,"Oct09,1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3,2025-07-24 10:17:07.375392
Mike Dolce,5-10-0,Skull Cracker,"5'11""",185lbs.,--,,"Apr15,1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Roman Dolidze,15-3-0,,"6'2""",185lbs.,"76""",Orthodox,"Jul15,1988",3.58,42%,3.56,49%,1.11,40%,33%,0.9,2025-07-24 10:17:07.375392
Cameron Dollar,11-5-0,,"5'11""",155lbs.,--,Orthodox,"May12,1987",5.04,38%,2.94,61%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
CB Dollaway,17-9-0,The Doberman,"6'2""",185lbs.,"76""",Orthodox,"Aug10,1983",2.65,47%,2.58,54%,3.55,54%,62%,1.2,2025-07-24 10:17:07.375392
Dennis Dombrow,7-5-0 (1 NC),,--,145lbs.,--,,"Mar17,1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
OJ Dominguez,0-1-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
John Donaldson,2-2-0,J.T.,"5'8""",145lbs.,--,,"Jul09,1992",1.21,23%,4.22,51%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Dong Huaxiang,12-3-0,,"5'3""",115lbs.,"61""",Switch,"Aug21,1998",3.50,59%,3.13,65%,4.00,44%,100%,0.0,2025-07-24 10:17:07.375392
Cody Donovan,8-5-0,Donnybrook,"6'3""",205lbs.,"74""",Orthodox,"Feb20,1981",5.61,59%,5.44,45%,1.67,28%,0%,1.7,2025-07-24 10:17:07.375392
Houston Dorr,1-2-0,,"6'1""",210lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Rafael Dos Anjos,32-17-0,,"5'8""",170lbs.,"70""",Southpaw,"Oct26,1984",3.48,47%,3.23,60%,1.95,35%,54%,0.6,2025-07-24 10:17:07.375392
Junior Dos Santos,21-9-0,Cigano,"6'4""",238lbs.,"77""",Orthodox,"Jan30,1984",4.49,47%,3.33,56%,0.30,50%,81%,0.1,2025-07-24 10:17:07.375392
Geronimo dos Santos,39-19-0,Mondragon,"6'3""",264lbs.,--,Orthodox,"Aug17,1980",1.09,33%,8.73,41%,0.00,0%,33%,0.0,2025-07-24 10:17:07.375392
Antonio Dos Santos,6-4-0,Junior Alpha,"5'10""",185lbs.,--,Orthodox,"Jul21,1988",5.40,51%,3.94,43%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Anderson Dos Santos,21-9-0,Berinja,"5'5""",135lbs.,"70""",Orthodox,"Jul24,1985",2.70,25%,5.37,49%,0.98,14%,66%,0.7,2025-07-24 10:17:07.375392
Acacio Dos Santos,14-5-0,Pequeno,"6'4""",205lbs.,"79""",Orthodox,"Sep29,1991",1.27,41%,1.40,43%,0.00,0%,31%,0.0,2025-07-24 10:17:07.375392
Rayanne dos Santos,14-9-0,,"5'2""",115lbs.,"62""",Orthodox,"Jun08,1995",4.57,40%,6.47,59%,0.50,14%,80%,0.0,2025-07-24 10:17:07.375392
Felipe dos Santos,8-3-0 (1 NC),Lipe Detona,"5'7""",125lbs.,"70""",Orthodox,"Sep11,2000",3.75,39%,3.80,41%,0.00,0%,20%,0.5,2025-07-24 10:17:07.375392
Tiago dos Santos e Silva,20-7-2 (1 NC),Trator,"5'9""",145lbs.,"70""",Orthodox,"Apr12,1987",3.69,35%,4.23,59%,0.63,11%,33%,0.3,2025-07-24 10:17:07.375392
Oleksandr Doskalchuk,10-2-0,,"5'6""",125lbs.,--,Southpaw,"Mar13,1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
David Douglas,9-7-0,Tarzan,"5'11""",155lbs.,--,,"Aug16,1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Damion Douglas,4-1-0,,--,170lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Lerryan Douglas,12-5-0,Gunslinger,--,145lbs.,--,,"Apr27,1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Cedric Doumbe,2-0-0,,"5'10""",170lbs.,--,,"Aug13,1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
John Dowdy,0-1-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jordan Dowdy,4-3-0,,--,170lbs.,--,,--,2.11,44%,2.63,50%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Danny Downes,8-3-0,,"6'0""",155lbs.,"72""",Orthodox,"Apr08,1986",1.66,34%,3.53,37%,0.00,0%,37%,0.5,2025-07-24 10:17:07.375392
Derek Downey,11-4-0,,"6'1""",185lbs.,--,Orthodox,"Apr27,1980",0.32,100%,3.36,12%,2.40,16%,0%,0.0,2025-07-24 10:17:07.375392
John Doyle,11-22-0 (1 NC),The Iron Bull,"5'11""",205lbs.,--,Orthodox,"Nov21,1976",3.50,44%,10.51,27%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Edson Drago,11-7-0,,"6'4""",220lbs.,--,Orthodox,"Aug29,1977",1.16,40%,2.39,36%,0.00,0%,55%,0.0,2025-07-24 10:17:07.375392
Jimmy Drago,7-2-0,,--,170lbs.,--,,"Feb18,1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Anthony Drilich,8-2-0,,"5'5""",125lbs.,"65""",Southpaw,"Mar17,1994",5.80,31%,5.07,40%,0.00,0%,55%,0.0,2025-07-24 10:17:07.375392
Kyle Driscoll,12-3-0,KD,"5'11""",145lbs.,"74""",Orthodox,"Sep23,1994",2.73,32%,2.60,58%,2.00,18%,0%,0.0,2025-07-24 10:17:07.375392
Chris Drumm,0-1-0 (1 NC),,"5'8""",145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Tomasz Drwal,21-5-1,Gorilla,"6'1""",205lbs.,"76""",Orthodox,"Jan22,1982",3.29,38%,2.26,57%,3.55,60%,82%,0.4,2025-07-24 10:17:07.375392
Robert Drysdale,7-0-0 (1 NC),,"6'3""",205lbs.,--,Orthodox,"Oct05,1981",0.00,0%,0.00,0%,7.32,100%,0%,21.9,2025-07-24 10:17:07.375392
Dricus Du Plessis,23-2-0,Stillknocks,"6'1""",185lbs.,"76""",Switch,"Jan14,1994",6.12,48%,4.90,54%,2.55,50%,50%,0.7,2025-07-24 10:17:07.375392
Hugo Duarte,6-3-0,,"6'0""",240lbs.,--,Orthodox,"Aug09,1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Antonio Duarte,19-7-0,Tigre,"5'7""",135lbs.,--,,--,4.55,40%,4.18,57%,0.00,0%,60%,0.0,2025-07-24 10:17:07.375392
Joe Duarte,10-4-0,,--,155lbs.,--,,"Jan25,1977",2.27,38%,4.00,53%,3.00,50%,69%,1.0,2025-07-24 10:17:07.375392
Yuneisy Duben,6-1-0 (1 NC),,"5'4""",125lbs.,"65""",Orthodox,"Jul08,1996",13.53,48%,10.75,53%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Matthieu Duclos,6-3-0,,"6'3""",185lbs.,"77""",Orthodox,"Apr04,1995",3.93,37%,6.81,46%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Emily Ducote,13-9-0,Gordinha,"5'2""",115lbs.,"63""",Orthodox,"Jan01,1994",7.45,52%,7.84,57%,0.20,14%,94%,0.0,2025-07-24 10:17:07.375392
Viktoriia Dudakova,8-2-0,,"5'5""",115lbs.,"67""",Orthodox,"Jan26,1999",2.87,47%,3.40,50%,2.73,35%,33%,0.0,2025-07-24 10:17:07.375392
Milana Dudieva,11-6-0,,"5'3""",135lbs.,--,Orthodox,"Aug04,1989",0.87,31%,3.43,58%,2.34,45%,0%,0.0,2025-07-24 10:17:07.375392
Adin Duenas,6-1-0,,"5'6""",145lbs.,--,,"Jul02,1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Todd Duffee,9-3-0 (1 NC),,"6'3""",260lbs.,"78""",Orthodox,"Dec06,1985",5.93,37%,2.87,56%,0.72,25%,90%,0.0,2025-07-24 10:17:07.375392
Joe Duffy,16-5-0,Irish,"5'10""",155lbs.,"73""",Orthodox,"Feb18,1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7,2025-07-24 10:17:07.375392
Jack Duffy,7-1-0,The Fury,"5'7""",125lbs.,"69""",Switch,"Oct02,1995",5.07,69%,2.13,52%,0.00,0%,62%,0.0,2025-07-24 10:17:07.375392
Alexis Dufresne,6-3-0,Sneaky Zebra,"5'9""",135lbs.,--,Orthodox,"Aug31,1990",1.33,27%,3.33,60%,1.50,50%,50%,0.0,2025-07-24 10:17:07.375392
Jessamyn Duke,3-5-0 (1 NC),The Gun,"5'11""",135lbs.,"73""",Orthodox,"Jun24,1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9,2025-07-24 10:17:07.375392
Islam Dulatov,12-1-0,The Ripper,"6'3""",170lbs.,"75""",Orthodox,"Aug02,1998",8.78,54%,4.24,50%,2.20,100%,100%,0.0,2025-07-24 10:17:07.375392
Isaac Dulgarian,7-1-0,The Midwest Choppa,"5'7""",145lbs.,"71""",Orthodox,"Jul04,1996",3.37,64%,1.82,41%,5.15,52%,0%,2.1,2025-07-24 10:17:07.375392
Kelly Dullanty,4-2-0,Psycho,"5'8""",155lbs.,--,Orthodox,"Nov04,1977",0.00,0%,0.67,75%,0.00,0%,66%,0.0,2025-07-24 10:17:07.375392
Sedriques Dumas,10-3-0,The Reaper,"6'2""",185lbs.,"79""",Orthodox,"Aug06,1995",2.10,45%,2.50,55%,1.25,35%,40%,0.2,2025-07-24 10:17:07.375392
Norma Dumont,12-2-0,The Immortal,"5'7""",135lbs.,"67""",Orthodox,"Oct01,1990",3.86,50%,2.16,65%,1.72,56%,72%,0.0,2025-07-24 10:17:07.375392
Chris Duncan,13-2-0,The Problem,"5'10""",155lbs.,"71""",Orthodox,"May10,1993",4.20,45%,3.63,47%,4.10,43%,37%,0.6,2025-07-24 10:17:07.375392
Christian Leroy Duncan,11-2-0,CLD,"6'2""",185lbs.,"79""",Switch,"Jul24,1995",4.75,59%,3.01,51%,0.24,11%,72%,0.0,2025-07-24 10:17:07.375392
Evan Dunham,18-9-1,,"5'10""",155lbs.,"70""",Southpaw,"Dec18,1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0,2025-07-24 10:17:07.375392
Alex Dunworth,2-2-0 (1 NC),,"5'8""",155lbs.,--,,--,1.94,31%,8.71,35%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
